pv_id,global_user_id,time,declaration
h4077ugyekgekgekg,1340909939930.950373,1340910093831,poor selection of onitsuka
h4qut0v50fa6asr,1342521707504.990660,1342521829475,make the shoes more cheaper
h91iz8m7b7fumd,1351874127685.770133,1351874329545,Variety of colours available
haha2kcduo483i,1347820350179.260213,1355003498333,its a lovely website clean easy to understand just coloured background on the side
h7rqzoehd5zhs0,1349106187297.779463,1349106297766,The look of the site is very old fashioned particularly when compared to others thus giving an inaccurate reflection of the clothing as old fashioned.
h063am699e8zdqdi9,1325895863119.318002,1332560034472,Love the layout and text.
hatvntb3nu4zs0,1355765168133.901682,1355765542542,Because is very nice to buy farfeth
h765umu85d2qk2,1347800779563.468630,1347800961058,this is anoying in itself!
h464qgzhua9ar,1318074034118.110805,1341268867446,would prefer to see them on models rather than mannequins so you can see how the clothes actually hang
h60o8icc1dosvia,1345291537628.70061,1345307103993,maybe reduce the prices slightly because they are quite expensive
0fd736a0-6496-11e1-a7e0-a1ac3d2bf2cb,1315746231539.fb930433f6d5,1330713178803,WHY DID YOU REMOVE THE ITEMS FROM MY BAG :(
hffvpjiutx6rj,1365802773169.841946,1365802808222,dont bring this message window up
h2i9b9q3e05f0f5ei,1337648387772.aac2f8a52909,1337648450708,the color combination is very subtle
hds575srzmv8yh,1352403656561.752547,1362190770239,It would be good to see the clothes on real models as well as separate
h5c5jz690a83ia77,1343809515290.409202,1343809814114,Better photography maybe?
hamvzlwkwnl4cq,1353817547692.932444,1355342978179,you can certainly improve your customer service.
hak33ricq81o4c,1355172687129.93016,1355173808128,Get my size in shoes!!!!!
h1c2u5n7ekgekgekg,1335097311401.231136,1335097965740,Also put the American currency price : )
h4x9p2xrhcmzsl,1338978666950.708552,1342909948052,No offence
hbpbc8qv704q1cr,1357665311455.469002,1357666337447,Introducing new stock and a range of different colours would be cool!
hb9tgocj05ys3g,1356728644358.379518,1356729267211,-your site has really good sales.
h2qqbb8f97x953u,1324693777334.242477,1338160694346,i can not log into my account to make a payment!
hecmeb85ee20z68dg,1363428336115.741174,1363429185815,a saved for later basket would be  an advantage
h0l1hagcekgekgekg,1332923410980.648087,1333463099927,VERY GOOD WEBSITE
h5flw85sbmo62y7,1344018342102.796297,1344018589328,free delivery and returns!
hb86w0mx6ftkf6eq,1356630653860.617572,1356630716574,send it to canada!!
h3ldl4q7s8yjbmf,1340013746922.222471,1340014115326,give me a phone number
h70p4cbs4iq9ku,1347469545515.552057,1347470618495,i was looking for a navy one
haa766ryxg16e03f,1354575297527.54000,1354575465548,wax jackets with hoods!
233d82ab-13a9-11e1-9c82-adbdcdcad923,1321815121132.81036,1321815348251,your accessories page doesn't seem to work.
h9nvfgzsdnaa2aw4,1353225363045.683818,1353225495171,spped to downloaded.
ha35wkwdjrdl2b,1354148602693.396993,1354149896101,macedonia delivery please!!!!!!!!
heif3jspqsqrdcp,1363779483295.452155,1363779593989,they are rank.
h38reyp8809arqy6a,1333223795961.666721,1339251224743,please create a facility which allows the consumer to be aware of when their delivery has been delivered or to update the consumer of where abouts their delivery is and how soon it should arrive
h1l0jyhpekgekgekg,1333305375240.334546,1335638596459,im 11 and a typical girlie girl and this is perrffeecctt for my taste and all girls like me well done the thing that i would personaly improve on is that this website is known to millions and girls who might maybe need a help in fasion like if they see a skirt they like and if they click on it you could maybe put in the side bar things to wear with it.
ha9ung8lu1m00b,1354554269096.995372,1354554413878,you are very good.
1332,sp1320157334480,1320157334480,I can't see a price for photocopying a club newsletter A4 one side only&#44; possibly two sides in the future
haa4tpkb8r6c81wa,1354110412877.988898,1354571405407,you never have many sizes
hdea1hsixj4z4r,1361351403298.687537,1361352408102,I am writing to you to make an interesting suggestion for your company.
hai9wwnxq1gw1b3,1355063589901.919390,1355071664684,the discount code is not workng!!
eeeb305f-7079-11e1-ab1a-bf08d628f952,1315940402135.782439,1332020540165,make it easier to see white coloured clothes on screen as they are hard to see
h2uc7fknw8ls3ohge,1338120055843.f0c3dcf4cf03,1338378907758,Improve size range.
he8l5eo4ngkumo,1363184927370.102810,1363184967151,Show prices in different currencies
h0jw9grkekgekgekg,1316810528962.93d4491ae19c,1333394089536,clear and easy to use
1423,sp1320157334480,1320157334480,Less out of stock items would be better
hb3kk65lcdxe4u9,1354534085080.949351,1356351359370,Everything is great as it is!
h122gpkeekgekgekg,1329495711534.281185,1334492617097,more offers on delivery would be helpful and more encouraging to shop online
he5ux2agynz55jt,1363019664250.481788,1363020068987,make your products cheaper!!!
848,ts1320157334480,1320157334480,YOUR PRICES XXXXXX
hdj9vpqk9sh51vh,1361654059856.834708,1361654509146,Have some shorter man as well as models.
h9lo8jch2mb7tzzr,1353092149318.76820,1353092405846,Clearly.
h01f8e5uekgekgekg,1323465748714.8037fe51e56c,1332277556603,The 'Help' section really is extremely helpful.
h95hgohq9mwm04ht,1352113493229.508847,1352113596158,do you not do kids clothes?
h9e4pdxghvph9do,1350489364307.481281,1352636312825,make it more colourful!!!!!!!!!!!!!!!!!!!!!!!!!
hav77e8vbv0lt8,1353435946164.591369,1355845391683,You could improve by showing people what to wear with other items of clothes!!
hfak1o60dy4t3b,1365480836913.214183,1365480832521,cotton sleepwear
h12j61oqekgekgekg,1334505008075.260426,1334520731984,manequins
he1mgmsa49oa9q0,1362763940597.241954,1362764873417,very intresting          nice items         a little overpriced
h9zj1jmy5v0t5ke,1353929916076.648024,1353930284843,why not be honest and specify which areas are not genuine leather -i.e man made (plastic).
h0sgegrvekgekgekg,1333911292950.750348,1333911511680,Tried several times.
h2qjnbagekgekgekg,1336508285581.338172,1338149616251,You have no sales assistant title so I don't know how to apply
hcndkm5vfy03pz,1359394884311.925869,1359726126380,overall is good
h9h2nl57c8s8y0pq,1352653844397.802031,1352814269244,Improve on the speed of your site.
h5wnplh2g0gdasz,1345049212546.604083,1345049606202,details of exact measurements or decent pictures for the curve!
h55gxgvi64ateo,1343404117820.220714,1343405609959,sale more
79512ee5-4dd2-11e1-813f-197400e43358,1319621202539.295990,1328210526373,I had to phone to place the order so hope that the online problem will not duplicate my order
h8888rq6gobhbve,1350102125914.756870,1350104456919,how about u lintlickers let people purchase things from here in the US
hc6f8eljtibuyx,1324248027093.065590ff07b4,1358700760577,show clothing on models as well as mannequins
h4x0n1o46y9oj,1342894234161.429989,1342894454186,make this website in the United States
d40b87f9-63ed-11e1-aa5b-8d261cdc6db9,1316939519492.136321,1330641200583,I love the lay out of the website and think it is easy to navigate.
hb9aoxvf8j1p4lx,1356697484834.152986,1356697706429,xl and xxl are too small they are like meduim so for the bigger man they are a waste of time
habahtn6f34g710,1315497646877.191278,1354641391544,Love Everything
hf3oydqiwzyp0l,1365065605150.76418,1365066113281,Fantastic!
h1kvtox5ekgekgekg,1333117223991.468873,1335630431316,the order process is good and simple.
hab2yh0sas0r2g,1354628455038.404546,1354628769391,provide student discount...
h0obslvxekgekgekg,1331742996298.956739,1333661933107,so why are the clothes priced in Euros??
h8eb4zyg9tp63lh2,1350470131886.547641,1350470384567,the print peels off
