pv_id,global_user_id,time,declaration
hbj7e8flj5258m3,1356797730013.727180,1357296767075,highlight the vintage section.
1138,sf1320157334480,1320157334480,it's Wednesday evening&#44; your site tells me i have 2 hours to order for delivery tomorrow
hc32o85tuj8hld2b,1358291323235.890022,1358498130879,Site is VERY easy to navigate!
h3hvzwjtekgekgekg,1339802661419.114603,1339802822153,more leather shoes
93,ts1320157334480,1320157334480,clearer photos
hd7o6w00arg9qrjn,1355331917917.787073,1360953084483,Lower your prices lol
hfcfi44hg2tcuk,1365585764238.780256,1365594177136,very slow!
hdfxeakyli75vc5,1359450608500.242708,1361452262695,Especially the lookbook.
h8isrlzbqur5di,1345560985435.259509,1350741993247,no need to improve your good
h4zz8pr8os1cb,1340912657442.aa39d7d32ca9,1343073453489,make it easier to add a student NUS discount
he5gm1gqncqu5lo,1362995863727.741502,1362996186923,would like to see the clothing on women
hbtusnan0xxw83s,1357938814926.251677,1357940708506,improve the selection of men's polos please.
hfebrrpofa1q7l,1365708789832.537709,1365708916270,have proper sizes (eg.
h6szxczxbz6l88y,1347004879614.81710,1347005194163,showing a side view also of items would be even more helpful
hdxgihfljfa2hk,1362511889836.527350,1362512187690,it could be improved by having each item of clothing on a model so that it can be seen how the clothes look on
hdheet5mqljex5,1361540987371.84397,1361541161762,Love the website layout despite that.
heaqttpnxrcfe8cq,1363315323226.747105,1363315577502,Then when you're done you check it and see how much it is together
hfcxqt609fc2r37,1347480494383.418358,1365624547392,nothing very good
hc94t51f6uyes4,1358765438113.607350,1358864602415,Only spend 30 seconds here!
hf0h9y5b4aj2v,1364871542298.75364,1364871618442,i like pet
h4snc6qvrr1u9v6,1342630119390.20200,1342630233004,its set out well
hafr54op3mj8ejczs,1330893123840.637006,1354911273191,Show models wearing the clothes
hbjchses22a3m92,1357303249558.29983,1357306565376,I would like to see the clothes on humans instead of manequins
ha42as942s2fdyl,1354202955755.954623,1354204394715,Make collect from store available in Northern Ireland
hbfje8uhfar31qg,1320536171840.885560,1357075234003,Online store for Turkey
h7pymzi6cnf579,1348997939625.303964,1348997763435,MAKE THINGS CHEAPERRRR!!!!!!!!!!!!!!!!
h8z1tnxaf52lo3,1351724212533.924875,1351724512440,I'm having trouble checking out.
hbfa2fyfcycqgq2,1319140654486.c9e82b7be52f,1357059377167,it was ok till now.
h52ossl5sli53i,1343229407426.788889,1343237362145,I HAVE ALREADY GIVEN IMPROVEMENTS!
hcevvnq92tril61f,1359211967773.434071,1359212353310,the site is easy to use
hbtrey3q4590q4bh,1343137672707.753898,1357935060445,make you're website more colourful x
h4nqk32r63rjka5,1342333202367.525022,1342333351634,oxfords
h5heh8e19mbtrt,1344122822527.529594,1344127073973,side view of garments
h2dgssgnmlis60,1332608725875.376670,1337358730333,I think the site is very nicely presented and the layout its very organised.
h5be1tafshetx7,1343763332225.e938d6f9ab29,1343763511347,cut back your range
409,ts1320157334480,1320157334480,if i choose australia as the shipping destination i will like to see the amount in australian dollars!
h6qub8d8pzlxh1,1346774245212.b54eb2e6ab6f,1346874698014,apart from that great!
1407e0d3-33ea-11e1-8b96-1f5e01dc6b46,1325360071945.878314,1325361902080,Easy to navigate payment process and able to see the next steps in the process on the same page.
h5og16ybto2oad,1344552810037.3cfaec7fd7de,1344553628767,items l was looking for are out of stock
h2lqdxthsh4ytj,1337858285749.427784,1337858498673,Look at Interflora and do it like that
hbxt34u58ulf100,1358179444930.638614,1358212087754,More models wearing the clothes
hd0c9nnbm8feoh,1360509485747.877023,1360509540453,how about a teen collection
h9rooagsit62bc7,1353455736454.767987,1353456055347,it very nice
85,ts1320157334480,1320157334480,cheaper shipping rates to outside the uk
h8eumg6fucsvv,1350502877071.751205,1350503073301,better value
h7ja28hqpg313b,1348593986845.174506,1348594119264,Cheaper shoes
hffetz7g90byv412,1365677720317.561831,1365774433263,make the clothes cheaper
hb5d2shuas9srb7i,1356456486591.216389,1356459730075,i like it is easy to find thing and i cannot think of anything wrong with it :)
h3ot5d27zc8z7b4,1340220575032.164415,1340221571729,good an easy.
hcte2mrfox97k0d,1360089327016.880809,1360089432141,I love the layout of the website
hbxxegxced264vz,1357590136564.307910,1358186903203,Make your clothes cheaper.
1468,sp1320157334480,1320157334480,Pages too cluttered - takes too long to find the right box to click&#44; especially when checking out.
hevnzvshd3ahn9o,1364580499195.827278,1364580516120,cheaper price
hd69tf7vxa3cd1,1360866553954.112920,1360868302295,shoes
h3vkwqn9ekgekgekg,1340630286324.811408,1340630871205,make your website faster mudafuka
hdhplt068deb2r,1361223387338.448665,1361559978765,give outfit ideas
h03sfn4gekgekgekg,1332186255174.777f497aad9b,1332420036702,Please improve the iphone app - it's really bad - I still cannot use it despite the updates!
helo3ooqb69qkeah,1363975683746.268469,1363976503451,Um beijo de >> Karoline Godoy Silva
h2aq2204ekgekgekg,1337192732195.6167731f8424,1337192935166,put on purple blazers online
h488mnl5sl45o5q,1341396118123.757124,1341396729180,found the whole process to be very quick and easy better than other sites ive used
hbpi2bqd09zvbwq,1354918370935.368081,1357677671063,it's perfect
hdbmr7t0us33dx,1361192071728.959962,1361192490700,Be specific about the material dining chairs are made from.
hb7srt6kujv9dn,1349728545260.62624,1356606960935,make the site faster.
hadr1mesti3i86w,1354789983418.128317,1354790234435,Make your products cheaper
h3qt9z88vmnlorstn,1340339627484.253147,1340342396099,makke clothes cheaperrrrrr
hcb44jswc5y3z0,1357945356415.53358,1358984530561,The products are easy to find and the frequency of the E/Mails is about right
hbaqh6ohj3cqi0lm,1356783955056.467850,1356784630899,Link to or show items within the same range
hak0rcgxtn67g2t,1355169126186.244410,1355169253112,I think your site doesn't need improvement.
424,ts1320157334480,1320157334480,like the layout...
hb5hsrbn78rs5su,1356467612675.283466,1356467638565,more items on one page
h9tvskskhsv7oe,1353588204183.602414,1353589006753,really nice site and easy to use.
heizerheb9wat5b,1363813601741.870473,1363813640647,everything
he473ygh1b77bdc,1362919389436.848259,1362919626941,its good site
779,ts1320157334480,1320157334480,update it more often&#44; get better shoes like converse and nikes
h9ed5f9w8nq0n2vx,1352648090955.348908,1352650515921,making it easier to order a type of show
h0xumbxtekgekgekg,1334237603792.799774,1334237596418,too pricy
h4vqe31fzx4qbr,1342816251170.451088,1342816881167,VERY EASY SITE TO USE  GREAT
h0itsnjuekgekgekg,1333329226546.570451,1333271060519,i like about your site is your such beautiful flowers fresh from the pollination of the bees.
h82t3csywuxrcz,1349773347402.411559,1349775131928,A little more about the length of this coat and the sizes to fit UK.
1532,sp1320157334480,1320157334480,telling me and item is  from a price then when I click it costs more&#44; no options to buy more for more discount&#44; just charges more
hasucjvmyvci6c99,1355702640315.778344,1355702687592,nice.
h3335et0ekgekgekg,1338907664546.686163,1338908033774,make the vans ?30.00 from sizes 2-5 in boys sizes beause ?45.00 is a lot fo onr pair of shoes
hbp2cy48o6y1ui,1346426236715.fa1234f45bf9,1357651166210,Make the prices cheaper....
hdoh6lhzjngz91,1358339851648.140746,1361969643915,sprating shoes
h7py6o3rpmsx4drol,1348342245632.bd14cb04dca4,1348997408858,i love everything.
h8robdqspwtm4c,1351278434270.77040,1351278791452,i would like more sales on nike blazers as i want a pair you get me G
hamqyhvux65zahq,1355332146640.371460,1355334167816,it's perfect
81,ts1320157334480,1320157334480,cheaper products thnx
h8rl2kw4ps6f5p,1351272459983.770710,1351273128943,Can you please add where the item is made?
h12fguqcekgekgekg,1333201027471.395792,1334514573335,reduce the prices on EVERYTHING.
hevssk665ttaq1km,1364484575635.492926,1364588614233,make everything cheaper hehe x
h7t78cuy1lf16eng,1349193473380.379eff66be8f,1349194098390,worlswidw shipping
hf1ez9lq43zaws92b,1352473442163.906709,1364928522533,cheaper prices
hcs17h78bzvi2z,1360007087232.723803,1360007496445,Should be 13+ and not 14.
hfcui28210j12651,1317664686796.a0b75aeca986,1365619455568,very organised and smart only keeping the jersey tops separate from the rest of the tops is a bit odd and sometimes confusing
h9k9z5fy1i93rg09,1353007648024.58785,1353008306537,Trying Hard to obtain Socks for my Size 11 son  Been to Solihul/ Leamington Spa.
h3iyv2ng7z4a6vb,1339867739113.690121,1339868940541,i think its far too cluttered and some of the clothes are propa rank lyk.
ha6u6ktuua7nydzy,1354371901442.682313,1354378609663,cheaper international shipping.
h8j0cb2u5cnzp6jz,1350754474262.174893,1350755644357,I like the setup of the website
h378ssoq7il52e,1327012339440.796381,1339159481922,A slightly darker back drop would highlight certain coloured clothes better.
helx84nvd3y670,1361476879850.13761,1363991260819,the prices are abit expensive for me
hbgzg5gu9ubc0j0,1357162349725.241205,1357162427488,Adidas Nizza's!!!!
hddc67kd2zka1tc,1361292105086.988695,1361295479337,what is your email address
hbzj0v3aggh0dy,1358283564808.308588,1358283670875,More filters to narrow down search criteria.
hafxgbg3nxb8bti,1349452678765.845509,1354921907822,bring the prices down a bit please  xoxox
h4fd24diay2jf16p,1324834162943.228265,1341827534950,i like the clothes!
hbtv8xfk72gdf2jd,1357918803037.582674,1357941492349,I think it's the best online shopping website.
hasp5oczve7a9w,1355693476460.386562,1355693963044,U NEED PAYPAL!
hbo82ays5y5a32n4,1354565169711.174750,1357517254271,LOVE that you can scroll over picture and see the item on a real person-invaluable!!!!!!
h2ghpuam2v84lkk,1337536453488.360735,1337541688934,lower the prices.
hcynlouxmxavn9i0,1360407668258.186392,1360407784539,vanessa
693,ts1320157334480,1320157334480,reduce yr prices
hbc7n0txow01sg,1356873520127.466409,1356873874729,more navy jeans that are comfortable and more sale defo!
hb8h5c1amoe7bi,1355778417280.422942,1356648033036,make everything cheaper :(
harg7tlvxp3vx9eg,1355618431261.413150,1355618483860,Kasia Struss
hckrniuf0qbbe7qn,1354713385927.731887,1359568072869,The returns policy is a scam having to have credit notes in 2013 from a well respected clothing brand.
hbk06n026jt5ly,1357344965002.95457,1357347824803,I'd like to see pants offered in different length!
hf33lq9val28dre,1365029857951.363716,1365030048711,reduced postage rates
hf16ps37yfveck,1364913992276.218907,1364914360206,Need more of sizes small and medium available.
1ee80db9-67c8-11e1-8359-8f76c8d8d013,1331055790725.225081,1331065282987,Make lower price.
hflm3rvpau6314n,1365506403033.688990,1366149539686,make it cheaper man i can't afford anything
h01f8e5uekgekgekg,1323465748714.8037fe51e56c,1332277556603,The 'Help' section really is extremely helpful.
hdgaubszbrc83b0,1359058201555.574247,1361474686551,models in the clothes especially tshirt as i have no idea of the length!!!
gzla48muekgekgekg,1331300793472.856058,1331300845265,the website could be more asthetically pleasing
hb6tbf2x721r4ou,1351543241898.380665,1356547494506,stop it crashing!
hanmlc91kf6akdrz,1355387282241.345942,1355302201794,SWEWQEW
hafko1madk05si,1315937120812.868149,1354902448671,Need more categories.
h61yuzsr7kkaa,1345370432408.875457,1345370991247,obviously classy.
664,ts1320157334480,1320157334480,Except it would be nice to see my purchase in Canadian $ not pounds.
hdbudkr3rlzb4l,1361205087552.467711,1361205182394,nothingggg
hc39ep3gx1rw80x,1358507674326.858876,1358509505518,Entered my size
hcp42xx7ahwatt,1359830688276.240332,1359830694309,better prices
haa4anjp0mqw7n,1354570192689.65179,1354570582466,lower prices
hf191gpskg3jp,1364916519064.278598,1364918251871,perhaps re stock things quicker :)
h7zqkgivdivjoy,1349589183295.ed2be7318f04,1349589262891,excellent!
h8lxn3mi2otbmdi,1348662587811.578686,1350931624726,this site is easy to use and the refining of results is handy
hfo4sacngeednt,1366301431309.984912,1366301790315,put american price on it
hbj20qvmckm98tx,1357287641003.133643,1357287669193,so many things I would buy if I had all the money in the world.
ha3uchmr0dh61993u,1354033580872.420978,1354191522687,For an idea of these qualities see my orders
hbbpvmgw6j1z3gk,1356843566482.994730,1356728919509,i like the jens
973,sf1320157334480,1320157334480,I really hope the delivery is as good the online service :0
h7mxfczc8df3c3,1348814621773.344119,1348814726264,its so  slow
h53znfcnmg3kjty,1341685233967.101696,1343316144441,love the clothes!
cc4c7185-338e-11e1-91d4-8b8188630793,1324098965400.92825,1325322511023,free shipping for high price purchase
h6s5vpcia89czj6,1346953407952.983387,1346954886227,Excellent products...could improve on price ;)
had22d7l99tpuaw6,1353432368962.524732,1354748230665,updating your site propley i ordered 2 tops an got me orders cancelled due to no stock even tho it said instock online not happy!
hfp63u4gy9vu0gr,1366363060362.988138,1366364558842,Your store locater link does not work
hbhe1wvzdiuo6dq,1357185761071.268088,1357186202615,nothing to improve is perfect.
f33b0783-6a9c-11e1-b6af-6f906368ee1b,1317236518527.613731,1331375844281,stock availability
hcta5b9hsj50i,1360081769921.99344,1360082796993,more description...E.G day tops etc
hd3g813b4atcjb,1342802126692.5fed1322e0a6,1360697885353,PLEASE MAKE YOUR CLOTHES CHEAPER
hao99flk07sd3hd,1350687379045.721108,1355427045333,i think if you reduced the price of items by 10% and gave free standard delivery once a month more people would be inclined to shop online!
hai8egpp2weva7j,1355061005932.372222,1355061186954,how to find the perfect pair for you.
he60xnixcrds8i6,1349379391229.29ae6a9a24cb,1363030148937,Nothing - it's fine!
h8vpavwni98vatr,1351372493353.8dccfa5645fc,1351522062219,It is annoying.
hcg93z0n4gl1419d,1358597424834.743100,1359295066535,20% discount
h29lm5t0547s3z5,1336858919854.650419,1337124773984,good except for sometimes thumbnails load incorrectly and only half of the picture seen.
hflhykc4czvd5iu,1366142472390.13148,1366142425608,THE WEBSITE NEEDS TO LOAD
1208,sf1320157334480,1320157334480,A 'sort by' drop down menu for search results would be good.
hd0o822nx0pe85s,1359051194221.820363,1360529841111,nus codes sometimes dont work
hapte28k8r0c0dbl2,1355519574418.786486,1355519697375,i cant find y country CHILE
h6i7xl8rcr769ble,1339878111811.63017,1346353707517,More Vans...
h16vd1wbj07m4tgn2,1334783046088.f9f19e4c4563,1334783133527,Ban pony skin items.
hf003lro64b87qk,1363089514898.659140,1364842967602,open another store
h0se8x5pekgekgekg,1333907773404.491057,1333907720743,hope the prize to be more cheaper.
hadnsxp0b83ssi9,1354784587060.489956,1354785606345,noooooo
h0r5effdekgekgekg,1315906693936.56981,1333832659466,Free postage and returns.
1034,sf1320157334480,1320157334480,I had to search to find these
gvz70h27wgtmufwma,1319547472550.412744,1323435446984,Like this site because it includes various items from world (especially European) boutiques that sometimes hard to find in Asia (Japan & HK).
805,ts1320157334480,1320157334480,wish list so i can go back to things i like&#44; therefore i can have time to decide whether i would like to order that item:)x
h000tres9983zqq2d,1331160139333.889833,1332192256180,Allow online shoppers to create a wishlist to bookmark items to purchase at a later date
hdoau3kk1679lif,1361958295737.863392,1361958454140,dont make the jeans look you have to have a big long vagina to fit into them -.-
hd2818sd6176t7k,1360623122227.436933,1360623477516,well you don't value my opinion.
ha09mre1uqdocpf,1352168082007.652199,1353974834123,Better models
hfph3zvxvadgckd,1366379946095.827989,1366382925682,possibly not advertise shoes that our out of stock thanks.
h35m7v49aea9qbyw,1339060742823.69629,1339060645308,i like the clothes and shoes and how easy and fast it is to view outfits.
ha8abbwmu4tj44,1354459667946.349199,1354459819299,nothing
hbfd6ie79hn3eefa,1357064447947.623175,1357064579546,it would nice to view the clothes on people/models in the pictures.
hc85yml13vdujjt,1337265508549.a84622631caf,1358806711692,filter by store stock
h2g8fg79ekgekgekg,1337450899137.514143,1337525982816,reduce your prices
h8wd4712gw4f90,1351561888673.774474,1351562068713,lowering the prices ;)
hder1c7a6ut272,1361380757172.551331,1361380470761,need to see the jewellery on models for a true grasp of what they look like
hc582h8o02h3hm5k3,1358626887591.513108,1358629842324,Do you currently have any free shipping codes?
94ee5b56-6afb-11e1-8aff-d9392127ac8f,1329604802282.315375,1331454957420,I would like to see a better description of fabric.
hbusv2ucm1lxgh,1357482465915.733633,1357997824811,I cant see anything of the white collection..
hcacy836y9wi0d,1358938582876.837130,1358938652132,plus size is needed
h6jiz200dtdn7e0u,1343990462833.475859,1346432247057,there is supposed to be free shipping today
hacg6rtjx2sxhk,1354711160289.694370,1354711518181,MAKE YOUR CLOTHES CHEAPER..
hc6jgmgxyswt2q1,1358707567071.230835,1358707801944,things cost too much.
hf1l4cu8axfxbju,1362833575336.342939,1364938562884,some of the products that are white don't show up clearly against the background.
h6x7hmuyu19kwe3k,1347259429828.431839,1347259501067,Dolce & Gabbana
h45rsaldekgekgekg,1332448754921.841011,1341247015821,Lower the price on VANS!
646b697c-6685-11e1-b725-11cb5a3db51f,1330838048929.852696,1330926038398,i like your site a lot.
h6i7scpy012z31pg,1346317899472.461446,1346352973917,MAKE IT CHEAPER
hbghj6pduq7d1u,1357060098496.109871,1357046005540,European size 42 = Uk size 8.
08c0cee6-6661-11e1-b652-8fa14901f41d,1330910027331.357498,1330910765670,not sweeping the floor) that are closed at the bottom
hbwlxd7t6i88vec53,1358107134953.933115,1358107167070,make your products cheaper.
h5k790md64fd5ca6,1343081640654.573718,1344296303952,The free delivery is not applying itself to my total cost.
has5d1zaaiy5rl,1355660443704.579541,1355660803856,Nice flowers
h695s39o18579xs,1345805388125.746680,1345805457018,improve by not asking me this............
hd7onfn9pw6kdrh,1360953527232.979068,1360953779073,lots of people like the alumni min bag because its good for school
ha9qv66ibcbznm,1353372076228.402891,1354547977598,show actual models wearing the clothes
hacwz2ab6ueb5ef3,1350673290565.636909,1354739695091,make a website for ireland
h5fh8s44home1a,1344010135094.bcc747a230e1,1344010946735,i love the make and the style
hb89sbn9rbeifg,1356634058308.734187,1356636123757,the website only has a corner unit and single chair showing and no colour options.
haa9357ib9b2fa6c70d5,1354578538012.766646,1354578658673,schutz high heel schoes
973,sf1320157334480,1320157334480,I really hope the delivery is as good the online service :0
hb6lg1xd8eh3e286,1356534097192.563684,1356534261399,get some more nike blazers !!!!
h7usmkkw9u7zcnp,1347987486240.38ff04e5bba4,1349290412148,make items 10% cheaper
h93w0s5y7z4xlu,1352016870954.580340,1352017119805,use less zippers on your jackets
hbll3kbs6z77plc57,1357440401026.100918,1357440763708,I live in Canada it would be appreciated if you could build a shop in Montreal
360ac7ae-16ea-11e1-a6a1-791c7b2be7ef,1322172964773.82382df6bcd9,1322086273733,put more clothes on the website
h37gegh12s0bt0e6,1315774542278.368226,1339172009946,you should put your items which are white on a black background so you can see them or on a model x
h2gkp65zu27t9ot,1337546511951.980772,1337546669896,have sort by price.
hbf3i7qsepl4bk,1357048193317.200017,1357048364446,add nailpolish
h84z4f72xgeniy,1349905098515.59784,1349906002684,i think that things should be a bit cheaper.
h90f0ee8p941nu,1351794303323.264588,1351807218506,Give more details about the product ie: materials and whether it's lined
h37a05i389nqa9,1319129552772.6027645242a8,1339172183736,You could improve by having cheaper delivery
h76ja7t82riser,1332432097442.406496,1347823526772,Easy to use layout
1174,sf1320157334480,1320157334480,i would like it even more if you could deliver the flowers with free wase :)
h0eb1e6rekgekgekg,1331811569745.904625,1333055868912,S'all good!
h5xss2geko1137r,1345116222344.386645,1345118602623,a bit slow
h70mbdcppanwk9,1347055339643.3d7ebea3ba87,1347466035453,you have repettos  at a reasonable price...susana from spain
h3bg54mjaqzg2xz,1339411741710.214629,1339413763433,easy to order and free delivery
hbtgnnrb2jig7qc,1356962683276.259757,1357916996063,You could perhaps suggest 'what to wear' with items of clothing
h2x73zwjekgekgekg,1338551644442.169365,1338551610631,your returns policy
hbaw8k7bmkqbw9,1354356978424.540794,1356794316475,prices in euros
ha9hauv0zh92j00c,1354013243151.517555,1354531949162,have the instore offers online aswell
hbnrauh98rzh4la,1357571973437.965453,1357572191181,I am a SuperGroup investor.
hezgkbmyapp1zrh,1364809483907.568622,1364810931072,shipping costs are to high !!!!
h87fi5c05czre65,1350054356085.917086,1350054420549,Sexy But Expensive!
hd06pkzfcx0acv,1345013915871.6960,1360500253240,the clothes
h8kflz12e1u9kghz,1348072845844.8316dd04fd7c,1350840612663,lower prices
hal0riltns4936,1355229639982.330770,1355328614159,this site is great its very fast and i like the 360 view x
haokgxx5g8ctt8xa,1354681124041.423198,1355444878216,Clarity that the purchase is coming out in Pounds rather than the currency you are purchasing the voucher for.
hbxiksum9hs3kv2,1358161968359.633160,1358162022414,not so many pop ups and surveys
hceld2djqb6rnn,1359192774656.175665,1359194688533,for gifts add perfume
h0gsis9eekgekgekg,1330543591562.475889b1dd25,1333206175162,You need an online 'look book'
h2janc74ekgekgekg,1337711053302.815250233209,1337714369599,Have different shots of the shoe so you know what the rest looks like
731,ts1320157334480,1320157334480,the fact that you can view a lot on one page as oppose to clicking next all the time
577,ts1320157334480,1320157334480,make your stuff cheaper!!
h4l60zerc9dupfa,1342170943100.707507,1342177869779,nothing :)
h6gh2lc4t7lkyp,1345884300767.128142,1346247688728,ALWAYS have free standard delivery (like asos)
hczjqdcgnl8r52s,1360461512110.452830,1360461695734,it's pretty smooth man.
happkabonfdhu1,1355513104912.31425,1355513237763,do not put studs on the leg gins
h9obikf96novi2m2,1348587109893.234169,1353252402290,by havig sizes i wat
hbk95xhxajycvz,1357360112475.385685,1357360153136,do you have prom code?
hd3nlar0101i507,1335210087294.78d7a161ee42,1360710187887,I like your layout as it is intresting and eyecatching and your website is well presented.
hakyx8emyucjj5,1355226566559.915727,1355226583040,it's slow
h59jpauji0e114i,1343651794893.395766,1343652058139,Please list your international stores on your web.
h66tithwz3j6j,1345583495700.4430efc8ece2,1345664320408,more extra large please older people also wear your products who are not as petit as the younger generation
3fb6cfb0-5a7e-11e1-a14a-d9c9306e7eb0,1327877526551.244747,1329605694695,your prices lols~
h6j1zgd5pbaafb,1346403594112.826632,1346403764493,bghbfdgh
h6mkyw7kvr0bi8,1346616208698.897790,1346617051293,it's good
hf6r1lqi63m2m6pk,1365250673098.355252,1365250843057,its easy to navigate
h56gpxp64lenlk,1343465582296.303204,1343465762256,Show a telephone contact number
h9x461yz4pldry2m6,1348342132662.955212,1353784345373,i like the layout and how easy it is to manuvouer around
h80wgenlpivmup,1347331959721.42598,1349659689755,its perfect!
hanxvt7rywnlqz,1355406213656.816527,1355406266655,currency
hbcqn72e8wisd1,1356560254909.930269,1356949063422,pebble
h5zywmpvwzfp32,1345249290188.180419,1345249831635,you could improve the sight by if you add something to your basket then it returns back to the screen with the whole range of for example t-shirts on.
h76m4spx2g6j4qjf5,1347828215271.406888,1347828489874,everything
hf6gob3wcb6tvq,1365233318364.677115,1365229505446,want aus 2 b in $$$$ not euros
hajxmetivzb1iu,1355163944403.958642,1355164039906,nothin to improve the website is great !
hf5n9241dl206b3,1365183542479.570422,1365183957365,prices
h0xt0v6fekgekgekg,1316466096092.7a897c3a7c81,1334234950968,Make it possible to change login
h746vivydflx09tod,1347681679044.293f2dbdeed0,1347681754686,i love it
1203,sf1320157334480,1320157334480,Hard to navigate&#44; looking for photos of flowers/arrangements and prices - this website is very clumsy and I am leaving it now.
hbvaaxp0sfvut0,1358026543506.524343,1358027255825,nothing at all
hbc28dmv9dlziok,1356864282806.371609,1356864758629,Disco pants.
havddi8e1dl000tq,1355855160967.425621,1355855754969,it would be helpfull and kind hearted to all if you could select a model of s m or L to see the clothes on various sized models instead of stick thin skinnies.
h0tjeifgekgekgekg,1333976750434.22955,1333977033965,buy one get one free on toms pretty please this is the only way you can improve you shop !
hfb1unu0ym0f2t0,1365510386452.581958,1365510839502,Very clear and easy to understand.
h8w6ajr059vfyej,1351547730735.665491,1351550611598,add a sort by price section when looking through shoes
h48dic6j6nf1b1vr,1340873080033.435445,1341404325936,its kwl
h7w9yh7wt211eulo9,1349379039996.657681,1349379954862,make sure you have most sizes in stock!!!!!!!!!!
hcaegaiheypx7z,1345228448594.381994,1358941749876,being able to use gift cards online
h6lhbp8wstca0w8w5,1345328675652.2c567b044f59,1346550432412,I LOVE THIS SITE AND IT NEEDS NO IMPROVEMENTS BECAUSE IT IS PERFECT OKAY
h6za2o8f48impcr,1347384200774.6207758a019d,1347384876922,it'd make all the difference in the number of online sales you'll recieve in my opinion.
hb5ba3e0ke4txe,1356456617928.709404,1356456801716,to expensive
b85c568f-6968-11e1-8b83-813d909de633,1317834558105.475432,1331243494732,voucher usage
hdgirxem8llh4f,1361487934535.150546,1361488047037,i like this site i think the layout and colours are great
h2eisaxrekgekgekg,1337422442059.917832,1337422446053,put the prices down so i can afford everything lol
hc9mso3bhjb337a,1358810702886.99469,1358894853561,Ship to Malta i honestly dont know why i bother coming on this site.
hc6hlkg5o0b00yv,1358704044702.208837,1358704724620,I have just bought a top
hfca55dlgbl2p7,1365584978525.935419,1365585286950,have range of more colours
hb4emqyy99nf5v,1315520542321.6d521b5b0386,1356402191741,It's often slow
h76farqzmc3m04c,1343678490068.487995,1347817967110,lower your prices on shoes xxx
h5msjt5j31j0bt,1344452014017.762956,1344453146753,great service thanks
ha6ivu6px35y1vd,1354352701656.255304,1354353196293,kid sizes
hb9vgd4b7xue3s,1356732241024.402416,1356732751602,Overall Nice feel to the site.
h2wkhmtb1t70fs4,1338340347160.769722,1338513943507,introduces  of your products  are so simple
379,ts1320157334480,1320157334480,Great images and easy to navigate.
58,ts1320157334480,1320157334480,CHEAPER CLOTHES
heu2l8dz1uxqu0r,1364483991301.397832,1364484201030,too expensive
hdrpg3jg01k20x,1362164040974.390819,1362164150902,Get leggings with aztec prints that arent shaded and also reindeer ones
h9vyifooiu8o83d,1353714172082.885842,1353714392427,Tricky if you don't know the site.
h84chef21x1owg2,1349867707365.106015,1349867967331,great site.
hbmh99vb7doeobn,1357493378858.217698,1357494729934,ACTUALLY CHECK THE STORES TO SEE IF THERE IS ANY LEGGINS
hef4h36qc9o5xi,1363580251570.346489,1363580403649,better quality pictures
har3kmt44oj1hg,1355597139840.299744,1355597287811,Make your prices cheaper please.
hawx3wvfmqxw93p,1355948997308.215673,1355949229591,shut it
gxa2hv4nrsad7kq5a,1326266069979.846164,1326451507466,the only thing is some of your  prices for your merchandise are way too high.
ecf65190-19bb-11e1-8818-5dcbd77f2544,1322297822981.c77600822f7d,1322483179370,your site is easy to navigate..
235,ts1320157334480,1320157334480,The variety of choice is fab and the price is reasonable...
h8mvg4c9i6kcdr,1350987989264.553067,1350988415420,Your free returns policy is excellent; it takes the concern out of online shopping.
ha9ya4cq0fhtsqc,1354560382461.964536,1354560481750,more colourful
heudtkexr0vii4,1364497007095.35102,1364503144372,p;[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[
h6mi2kk2aetga8r,1346611783783.642806,1346612145626,Have a size guide
h69ayjo0yhb485,1345814087169.116479,1345814128681,dont know
hefwin6m4g8th6,1362938465760.805150,1363627295894,NOTHING!
hegjhph076s2ti,1363665242975.55922,1363666222312,coupons!
h7hdv6y5g9pop4,1348479396639.686823,1348479530514,cheaper
922,sf1320157334480,1320157334480,i like the variety choice of the flowers
ha79waiqlp1kgfo,1354398069770.784155,1354398615489,its confusing
h8a5ac238tr5gz5,1350218351044.956165,1350218652588,abit cheaper...
h3o4mmqnx72sg35,1340179971748.992991,1340180136268,It's very clear
hcrxg1e4hcvsoy,1360000930144.305017,1360001071561,make upneeds to go down in price abit
hal922ai4h77t77u,1352394500140.799107,1355243634126,poopoo x
hen94fpn7dr13p,1363974944153.165946,1364071682501,dunno
hb2v3hebxt1t52,1345763922065.293550,1356309682866,brilliant prices
664,ts1320157334480,1320157334480,Except it would be nice to see my purchase in Canadian $ not pounds.
hbxhcw9k1wmovg,1358159689815.432704,1358160039470,Thanks Daniela from Rome
h7g72a4c5637cb,1334166843583.889842,1348407756719,better deilvery agents / logistics companies abroad for overseas customers
hen2c8f0yq4bbsb,1364059984207.283610,1364060347297,a scroll over image where you will see a model wearing the item from the front and if you hold your mouse from the back to
hbau68mm26tb0v56,1356790729490.421781,1356790792813,have easier names and a wider filter sometimes you lose things and cant get them back and its annyoing and will lose some trade
34abfd8c-25e9-11e1-9e49-bd993c669864,1321531158391.191ac031adb6,1323822024343,Delivery to store or check stock in store
599,ts1320157334480,1320157334480,more options to make it easier to find what you want as if say there are 80 pages you may get bored of looking and just go to a different website so if you can do that it would help
